"id","name","year","suicides.t","suicid12","suicid18","ppl12","ppl18","totalppl"
"030210107000","Powiat kamiennogórski","2018",7,0,0,5034,2520,43621
"030210107000","Powiat kamiennogórski","2019",15,0,0,4887,2470,43239
"030210107000","Powiat kamiennogórski","2020",7,0,0,4766,2455,41817
"030210107000","Powiat kamiennogórski","2021",10,0,0,4578,2432,41244
"030210107000","Powiat kamiennogórski","2022",10,0,0,4375,2472,40786
"030210110000","Powiat lubański","2018",18,0,2,6247,3096,54699
"030210110000","Powiat lubański","2019",13,0,0,6133,3038,54254
"030210110000","Powiat lubański","2020",17,0,0,6225,3010,52944
"030210110000","Powiat lubański","2021",10,0,1,6022,3095,52372
"030210110000","Powiat lubański","2022",29,0,1,5801,3144,51886
"030210112000","Powiat lwówecki","2018",11,0,0,5357,2620,46059
"030210112000","Powiat lwówecki","2019",11,0,0,5278,2655,45925
"030210112000","Powiat lwówecki","2020",14,0,1,5144,2468,44033
"030210112000","Powiat lwówecki","2021",7,0,0,4943,2536,43473
"030210112000","Powiat lwówecki","2022",13,0,0,4848,2618,43157
"030210125000","Powiat zgorzelecki","2018",27,0,0,10441,4725,90003
"030210125000","Powiat zgorzelecki","2019",23,0,3,10174,4731,89188
"030210125000","Powiat zgorzelecki","2020",22,0,1,10193,4685,87594
"030210125000","Powiat zgorzelecki","2021",17,0,1,9879,4860,86640
"030210125000","Powiat zgorzelecki","2022",17,0,0,9551,4967,85898
"030210126000","Powiat złotoryjski","2018",19,0,2,5425,2261,43869
"030210126000","Powiat złotoryjski","2019",16,0,1,5322,2287,43490
"030210126000","Powiat złotoryjski","2020",18,0,0,5156,2367,41740
"030210126000","Powiat złotoryjski","2021",23,0,0,4962,2424,41277
"030210126000","Powiat złotoryjski","2022",18,0,4,4761,2555,40929
"030210161000","Powiat m. Jelenia Góra","2018",83,0,7,8463,3608,79480
"030210161000","Powiat m. Jelenia Góra","2019",121,0,12,8434,3647,79061
"030210161000","Powiat m. Jelenia Góra","2020",112,0,7,7945,3541,77538
"030210161000","Powiat m. Jelenia Góra","2021",110,0,10,7757,3648,76570
"030210161000","Powiat m. Jelenia Góra","2022",93,1,17,7556,3794,75794
"030210203000","Powiat głogowski","2018",14,0,0,11991,5222,89541
"030210203000","Powiat głogowski","2019",10,0,1,11701,5309,89102
"030210203000","Powiat głogowski","2020",8,0,2,11557,5283,86797
"030210203000","Powiat głogowski","2021",7,0,0,11246,5524,86376
"030210203000","Powiat głogowski","2022",10,0,0,10736,5822,85689
"030210204000","Powiat górowski","2018",6,0,0,4585,2246,35182
"030210204000","Powiat górowski","2019",6,0,0,4508,2212,34870
"030210204000","Powiat górowski","2020",10,0,0,4286,2176,33376
"030210204000","Powiat górowski","2021",9,0,0,4138,2174,33027
"030210204000","Powiat górowski","2022",7,0,0,4038,2149,32738
"030210209000","Powiat legnicki","2018",36,0,1,7287,3187,55326
"030210209000","Powiat legnicki","2019",49,0,4,7227,3260,55166
"030210209000","Powiat legnicki","2020",54,1,7,7643,3329,55038
"030210209000","Powiat legnicki","2021",76,2,10,7543,3442,55083
"030210209000","Powiat legnicki","2022",69,2,6,7348,3648,55032
"030210211000","Powiat lubiński","2018",23,0,3,13775,5716,106254
"030210211000","Powiat lubiński","2019",25,0,2,13693,5806,106150
"030210211000","Powiat lubiński","2020",16,0,2,13758,5820,104480
"030210211000","Powiat lubiński","2021",16,0,3,13537,6122,103927
"030210211000","Powiat lubiński","2022",13,0,1,13148,6410,103426
"030210216000","Powiat polkowicki","2018",23,0,3,8894,3819,62982
"030210216000","Powiat polkowicki","2019",33,0,2,8914,3862,63065
"030210216000","Powiat polkowicki","2020",21,0,1,8955,3860,61610
"030210216000","Powiat polkowicki","2021",23,0,1,8780,4018,61309
"030210216000","Powiat polkowicki","2022",19,0,2,8601,4201,61308
"030210262000","Powiat m. Legnica","2018",36,0,1,12282,5086,99752
"030210262000","Powiat m. Legnica","2019",49,0,4,12272,5056,99350
"030210262000","Powiat m. Legnica","2020",54,1,7,11325,4756,95135
"030210262000","Powiat m. Legnica","2021",76,2,10,11033,4903,93988
"030210262000","Powiat m. Legnica","2022",69,2,6,10783,5053,93040
"030210302000","Powiat dzierżoniowski","2018",42,0,0,11524,5130,101437
"030210302000","Powiat dzierżoniowski","2019",39,0,0,11448,5084,100813
"030210302000","Powiat dzierżoniowski","2020",36,0,1,11232,5007,97985
"030210302000","Powiat dzierżoniowski","2021",35,0,4,10928,5125,96884
"030210302000","Powiat dzierżoniowski","2022",37,1,2,10572,5303,95863
"030210308000","Powiat kłodzki","2018",39,0,3,17742,8020,159337
"030210308000","Powiat kłodzki","2019",36,0,4,17392,7968,157996
"030210308000","Powiat kłodzki","2020",28,0,0,17364,7923,152651
"030210308000","Powiat kłodzki","2021",38,0,1,16684,8288,150515
"030210308000","Powiat kłodzki","2022",38,0,3,15988,8609,148681
"030210319000","Powiat świdnicki","2018",43,0,0,19140,8262,157615
"030210319000","Powiat świdnicki","2019",47,0,2,18975,8320,156921
"030210319000","Powiat świdnicki","2020",47,0,0,18824,8195,153694
"030210319000","Powiat świdnicki","2021",42,0,1,18372,8575,152443
"030210319000","Powiat świdnicki","2022",40,0,3,17708,8980,151248
"030210321000","Powiat wałbrzyski","2018",44,0,3,6276,2983,56004
"030210321000","Powiat wałbrzyski","2019",51,0,3,6206,2975,55611
"030210321000","Powiat wałbrzyski","2020",54,0,1,6199,2981,54085
"030210321000","Powiat wałbrzyski","2021",34,0,1,5969,3061,53534
"030210321000","Powiat wałbrzyski","2022",40,0,1,5757,3145,53115
"030210324000","Powiat ząbkowicki","2018",24,0,0,7435,3520,65428
"030210324000","Powiat ząbkowicki","2019",32,0,0,7287,3518,64802
"030210324000","Powiat ząbkowicki","2020",28,0,2,7173,3386,62561
"030210324000","Powiat ząbkowicki","2021",32,0,2,6897,3444,61846
"030210324000","Powiat ząbkowicki","2022",24,0,2,6556,3638,61087
"030210365000","Powiat m. Wałbrzych od 2013","2018",44,0,3,11948,5449,112594
"030210365000","Powiat m. Wałbrzych od 2013","2019",51,0,3,11759,5424,111356
"030210365000","Powiat m. Wałbrzych od 2013","2020",54,0,1,10826,4895,105007
"030210365000","Powiat m. Wałbrzych od 2013","2021",34,0,1,10497,5060,103263
"030210365000","Powiat m. Wałbrzych od 2013","2022",40,0,1,10135,5171,101857
"030210413000","Powiat milicki","2018",8,0,0,5276,2483,37093
"030210413000","Powiat milicki","2019",9,0,2,5244,2458,36999
"030210413000","Powiat milicki","2020",9,0,0,5139,2399,36184
"030210413000","Powiat milicki","2021",9,0,1,4996,2526,36033
"030210413000","Powiat milicki","2022",11,0,1,4804,2654,35826
"030210414000","Powiat oleśnicki","2018",24,0,1,14801,6175,107062
"030210414000","Powiat oleśnicki","2019",54,0,4,14837,6229,107269
"030210414000","Powiat oleśnicki","2020",52,0,5,15142,6233,106650
"030210414000","Powiat oleśnicki","2021",55,0,2,14935,6493,106409
"030210414000","Powiat oleśnicki","2022",52,0,7,14755,6731,106481
"030210415000","Powiat oławski","2018",17,0,0,10586,4301,76595
"030210415000","Powiat oławski","2019",15,0,1,10559,4309,76752
"030210415000","Powiat oławski","2020",8,0,0,10788,4508,77405
"030210415000","Powiat oławski","2021",19,0,0,10613,4744,77341
"030210415000","Powiat oławski","2022",14,0,1,10377,5087,77300
"030210417000","Powiat strzeliński","2018",13,0,1,5616,2398,43773
"030210417000","Powiat strzeliński","2019",22,0,1,5572,2402,43570
"030210417000","Powiat strzeliński","2020",12,0,1,5615,2395,42522
"030210417000","Powiat strzeliński","2021",7,1,0,5512,2499,42239
"030210417000","Powiat strzeliński","2022",16,0,0,5379,2519,41990
"030210418000","Powiat średzki","2018",23,0,2,7642,3088,54269
"030210418000","Powiat średzki","2019",20,0,1,7876,3178,55079
"030210418000","Powiat średzki","2020",23,0,0,8669,3454,57409
"030210418000","Powiat średzki","2021",29,1,2,8699,3702,57978
"030210418000","Powiat średzki","2022",34,0,6,8664,3924,58508
"030210420000","Powiat trzebnicki","2018",12,0,0,11791,5046,84886
"030210420000","Powiat trzebnicki","2019",9,0,0,11772,5165,85253
"030210420000","Powiat trzebnicki","2020",6,0,0,12467,5388,86869
"030210420000","Powiat trzebnicki","2021",10,0,1,12274,5636,86980
"030210420000","Powiat trzebnicki","2022",8,0,0,12033,5983,87287
"030210422000","Powiat wołowski","2018",18,0,1,5939,2461,47056
"030210422000","Powiat wołowski","2019",14,0,0,5932,2442,46818
"030210422000","Powiat wołowski","2020",27,0,0,6053,2547,46352
"030210422000","Powiat wołowski","2021",30,0,4,5943,2624,46044
"030210422000","Powiat wołowski","2022",34,0,4,5727,2714,45728
"030210423000","Powiat wrocławski","2018",255,2,14,24895,8488,146060
"030210423000","Powiat wrocławski","2019",395,8,29,26158,9067,151385
"030210423000","Powiat wrocławski","2020",310,2,16,32742,10895,174276
"030210423000","Powiat wrocławski","2021",342,3,44,33518,11919,178857
"030210423000","Powiat wrocławski","2022",303,3,36,33756,13021,182778
"030210564000","Powiat m. Wrocław","2018",255,2,14,84075,26449,640648
"030210564000","Powiat m. Wrocław","2019",395,8,29,85659,27342,642869
"030210564000","Powiat m. Wrocław","2020",310,2,16,81570,25897,673592
"030210564000","Powiat m. Wrocław","2021",342,3,44,82086,27657,674312
"030210564000","Powiat m. Wrocław","2022",303,3,36,82001,29715,674079
"031613101000","Powiat brzeski","2018",17,0,0,11603,4880,90275
"031613101000","Powiat brzeski","2019",19,0,1,11444,4867,89804
"031613101000","Powiat brzeski","2020",15,0,0,11429,4888,88032
"031613101000","Powiat brzeski","2021",19,0,1,11056,5162,87312
"031613101000","Powiat brzeski","2022",19,0,0,10578,5401,86730
"031613102000","Powiat głubczycki","2018",5,0,1,5142,2482,45883
"031613102000","Powiat głubczycki","2019",12,0,0,5058,2458,45552
"031613102000","Powiat głubczycki","2020",15,0,0,4944,2425,43972
"031613102000","Powiat głubczycki","2021",12,0,0,4873,2467,43607
"031613102000","Powiat głubczycki","2022",6,0,0,4651,2509,43065
"031613106000","Powiat namysłowski","2018",22,0,3,5505,2397,42688
"031613106000","Powiat namysłowski","2019",22,0,1,5484,2383,42634
"031613106000","Powiat namysłowski","2020",19,0,1,5800,2391,42393
"031613106000","Powiat namysłowski","2021",11,0,0,5703,2538,42394
"031613106000","Powiat namysłowski","2022",28,0,3,5530,2642,42155
"031613107000","Powiat nyski","2018",35,0,0,15211,7260,136946
"031613107000","Powiat nyski","2019",27,0,2,15038,7112,135948
"031613107000","Powiat nyski","2020",28,0,3,15236,6937,132011
"031613107000","Powiat nyski","2021",34,0,4,14829,7061,130567
"031613107000","Powiat nyski","2022",52,0,7,14277,7339,129353
"031613110000","Powiat prudnicki","2018",8,0,1,6602,2986,55524
"031613110000","Powiat prudnicki","2019",17,0,1,6572,2958,55237
"031613110000","Powiat prudnicki","2020",17,0,2,6536,2944,53171
"031613110000","Powiat prudnicki","2021",22,0,1,6411,2960,52518
"031613110000","Powiat prudnicki","2022",20,0,1,6200,3020,51910
"031613203000","Powiat kędzierzyńsko-kozielski","2018",21,0,1,10448,4756,94487
"031613203000","Powiat kędzierzyńsko-kozielski","2019",25,0,1,10354,4776,93880
"031613203000","Powiat kędzierzyńsko-kozielski","2020",22,0,1,10211,4600,89355
"031613203000","Powiat kędzierzyńsko-kozielski","2021",27,1,3,9820,4673,87983
"031613203000","Powiat kędzierzyńsko-kozielski","2022",33,0,4,9563,4742,87011
"031613204000","Powiat kluczborski","2018",26,0,3,7394,3496,65837
"031613204000","Powiat kluczborski","2019",25,0,1,7321,3416,65470
"031613204000","Powiat kluczborski","2020",20,0,1,7311,3324,62890
"031613204000","Powiat kluczborski","2021",27,0,2,7153,3369,62314
"031613204000","Powiat kluczborski","2022",27,0,2,6976,3467,61714
"031613205000","Powiat krapkowicki","2018",7,1,0,7259,3253,63942
"031613205000","Powiat krapkowicki","2019",8,0,0,7237,3214,63747
"031613205000","Powiat krapkowicki","2020",18,0,4,7349,3199,60705
"031613205000","Powiat krapkowicki","2021",11,0,0,7271,3207,60273
"031613205000","Powiat krapkowicki","2022",7,0,0,7158,3241,59963
"031613208000","Powiat oleski","2018",24,0,3,7493,3487,64602
"031613208000","Powiat oleski","2019",10,0,2,7517,3380,64293
"031613208000","Powiat oleski","2020",8,0,1,7648,3301,62311
"031613208000","Powiat oleski","2021",17,0,1,7617,3330,61954
"031613208000","Powiat oleski","2022",18,0,1,7531,3431,61662
"031613209000","Powiat opolski","2018",37,1,2,14154,6616,123520
"031613209000","Powiat opolski","2019",36,0,0,14292,6594,123726
"031613209000","Powiat opolski","2020",26,0,2,15303,6478,121082
"031613209000","Powiat opolski","2021",32,0,1,15273,6666,120775
"031613209000","Powiat opolski","2022",40,0,2,15078,6974,120762
"031613211000","Powiat strzelecki","2018",8,0,0,8789,3807,74665
"031613211000","Powiat strzelecki","2019",14,1,0,8821,3711,74300
"031613211000","Powiat strzelecki","2020",6,0,0,9160,3671,72382
"031613211000","Powiat strzelecki","2021",14,0,0,9176,3731,72111
"031613211000","Powiat strzelecki","2022",17,0,1,9106,3806,71658
"031613261000","Powiat m. Opole","2018",37,1,2,15503,5876,128137
"031613261000","Powiat m. Opole","2019",36,0,0,15776,5892,128035
"031613261000","Powiat m. Opole","2020",26,0,2,15370,5884,127540
"031613261000","Powiat m. Opole","2021",32,0,1,15187,6142,126775
"031613261000","Powiat m. Opole","2022",40,0,2,15054,6434,126458
"040410603000","Powiat bydgoski","2018",78,0,6,17304,7906,117325
"040410603000","Powiat bydgoski","2019",99,1,7,17357,8028,118683
"040410603000","Powiat bydgoski","2020",105,0,7,19345,8432,122163
"040410603000","Powiat bydgoski","2021",84,3,10,19273,8930,123833
"040410603000","Powiat bydgoski","2022",84,0,8,18977,9463,125436
"040410615000","Powiat toruński","2018",29,0,3,16528,7668,106935
"040410615000","Powiat toruński","2019",48,0,3,16677,7760,108345
"040410615000","Powiat toruński","2020",39,0,3,18422,8058,111396
"040410615000","Powiat toruński","2021",81,1,13,18085,8541,112556
"040410615000","Powiat toruński","2022",168,0,24,17724,8910,113565
"040410661000","Powiat m. Bydgoszcz","2018",78,0,6,41871,16881,350178
"040410661000","Powiat m. Bydgoszcz","2019",99,1,7,41503,17201,348190
"040410661000","Powiat m. Bydgoszcz","2020",105,0,7,39994,15964,339068
"040410661000","Powiat m. Bydgoszcz","2021",84,3,10,38464,16572,334026
"040410661000","Powiat m. Bydgoszcz","2022",84,0,8,37055,17204,330038
"040410663000","Powiat m. Toruń","2018",29,0,3,25267,10737,202074
"040410663000","Powiat m. Toruń","2019",48,0,3,25304,10831,201447
"040410663000","Powiat m. Toruń","2020",39,0,3,24123,9494,198801
"040410663000","Powiat m. Toruń","2021",81,1,13,23710,10113,197112
"040410663000","Powiat m. Toruń","2022",168,0,24,23022,10758,195690
"040410702000","Powiat brodnicki","2018",15,0,0,11906,5025,78898
"040410702000","Powiat brodnicki","2019",22,0,3,11951,5051,79097
"040410702000","Powiat brodnicki","2020",29,0,3,11964,5068,78397
"040410702000","Powiat brodnicki","2021",33,0,6,11889,5182,78173
"040410702000","Powiat brodnicki","2022",17,0,1,11678,5372,78057
"040410704000","Powiat chełmiński","2018",11,0,3,7218,3289,52193
"040410704000","Powiat chełmiński","2019",5,0,0,7096,3238,51925
"040410704000","Powiat chełmiński","2020",2,0,0,7004,3183,50298
"040410704000","Powiat chełmiński","2021",6,0,0,6775,3297,49900
"040410704000","Powiat chełmiński","2022",4,0,0,6485,3387,49562
"040410705000","Powiat golubsko-dobrzyński","2018",10,0,0,6285,2840,45140
"040410705000","Powiat golubsko-dobrzyński","2019",12,0,0,6327,2788,45018
"040410705000","Powiat golubsko-dobrzyński","2020",14,0,0,6360,2868,44175
"040410705000","Powiat golubsko-dobrzyński","2021",13,0,0,6230,2838,43784
"040410705000","Powiat golubsko-dobrzyński","2022",9,0,0,6034,2853,43547
"040410706000","Powiat grudziądzki","2018",29,0,0,5946,2634,40271
"040410706000","Powiat grudziądzki","2019",21,0,1,5826,2697,40238
"040410706000","Powiat grudziądzki","2020",22,0,1,6008,2877,39335
"040410706000","Powiat grudziądzki","2021",26,0,1,5879,2913,39269
"040410706000","Powiat grudziądzki","2022",38,0,1,5659,2977,39162
"040410712000","Powiat rypiński","2018",13,0,1,6109,2772,43826
"040410712000","Powiat rypiński","2019",6,0,0,5976,2745,43486
"040410712000","Powiat rypiński","2020",9,0,0,5893,2780,42089
"040410712000","Powiat rypiński","2021",4,0,0,5655,2882,41686
"040410712000","Powiat rypiński","2022",6,0,0,5455,2895,41404
"040410717000","Powiat wąbrzeski","2018",6,0,1,4711,2009,34413
"040410717000","Powiat wąbrzeski","2019",9,0,0,4633,1968,34194
"040410717000","Powiat wąbrzeski","2020",7,0,0,4660,2015,33220
"040410717000","Powiat wąbrzeski","2021",12,0,0,4537,2089,33029
"040410717000","Powiat wąbrzeski","2022",5,0,1,4401,2099,32756
"040410762000","Powiat m. Grudziądz","2018",29,0,0,12238,5428,95045
"040410762000","Powiat m. Grudziądz","2019",21,0,1,12083,5457,94368
"040410762000","Powiat m. Grudziądz","2020",22,0,1,11244,4803,91289
"040410762000","Powiat m. Grudziądz","2021",26,0,1,10938,5102,90275
"040410762000","Powiat m. Grudziądz","2022",38,0,1,10579,5404,89450
"040410801000","Powiat aleksandrowski","2018",18,0,0,6959,3158,55274
"040410801000","Powiat aleksandrowski","2019",15,0,0,6856,3098,55066
"040410801000","Powiat aleksandrowski","2020",5,0,0,7095,3293,54334
"040410801000","Powiat aleksandrowski","2021",12,0,0,6955,3377,54003
"040410801000","Powiat aleksandrowski","2022",18,0,0,6707,3480,53736
"040410808000","Powiat lipnowski","2018",39,0,1,9356,4201,66062
"040410808000","Powiat lipnowski","2019",39,1,2,9133,4118,65750
"040410808000","Powiat lipnowski","2020",41,0,3,9125,4241,63889
"040410808000","Powiat lipnowski","2021",39,0,0,8974,4250,63414
"040410808000","Powiat lipnowski","2022",32,0,1,8641,4379,63051
"040410811000","Powiat radziejowski","2018",10,0,0,4989,2264,40714
"040410811000","Powiat radziejowski","2019",7,0,0,4937,2170,40321
"040410811000","Powiat radziejowski","2020",9,0,0,4933,2269,39082
"040410811000","Powiat radziejowski","2021",9,0,0,4780,2348,38633
"040410811000","Powiat radziejowski","2022",7,0,0,4613,2334,38173
"040410818000","Powiat włocławski","2018",31,0,1,10826,5302,86352
"040410818000","Powiat włocławski","2019",39,0,1,10638,5211,86037
"040410818000","Powiat włocławski","2020",26,0,0,11081,5251,83581
"040410818000","Powiat włocławski","2021",29,0,2,10801,5339,83046
"040410818000","Powiat włocławski","2022",21,0,2,10508,5417,82599
"040410864000","Powiat m. Włocławek","2018",31,0,1,12657,5995,110802
"040410864000","Powiat m. Włocławek","2019",39,0,1,12510,6021,109883
"040410864000","Powiat m. Włocławek","2020",26,0,0,11617,5489,105180
"040410864000","Powiat m. Włocławek","2021",29,0,2,11299,5537,103535
"040410864000","Powiat m. Włocławek","2022",21,0,2,10689,5694,102102
"040416707000","Powiat inowrocławski","2018",37,0,2,19617,8928,160647
"040416707000","Powiat inowrocławski","2019",22,0,2,19379,8928,159814
"040416707000","Powiat inowrocławski","2020",29,0,0,19267,8722,154683
"040416707000","Powiat inowrocławski","2021",28,0,0,18822,8970,153029
"040416707000","Powiat inowrocławski","2022",31,0,3,18177,9378,151925
"040416709000","Powiat mogileński","2018",8,0,0,5988,2692,45821
"040416709000","Powiat mogileński","2019",3,0,0,5945,2622,45619
"040416709000","Powiat mogileński","2020",2,0,0,6102,2682,44452
"040416709000","Powiat mogileński","2021",6,0,0,5936,2776,44062
"040416709000","Powiat mogileński","2022",12,0,0,5813,2838,43853
"040416710000","Powiat nakielski","2018",18,0,0,12367,5529,86590
"040416710000","Powiat nakielski","2019",16,0,0,12157,5612,86311
"040416710000","Powiat nakielski","2020",14,0,0,12135,5518,83894
"040416710000","Powiat nakielski","2021",13,0,0,11871,5637,83412
"040416710000","Powiat nakielski","2022",13,0,0,11444,5877,83148
"040416719000","Powiat żniński","2018",9,0,0,9600,4276,70413
"040416719000","Powiat żniński","2019",8,0,0,9604,4204,70190
"040416719000","Powiat żniński","2020",11,0,0,9731,4229,68626
"040416719000","Powiat żniński","2021",13,1,0,9487,4379,68357
"040416719000","Powiat żniński","2022",17,0,4,9100,4523,67936
"040416813000","Powiat sępoleński","2018",21,1,1,5902,2544,41147
"040416813000","Powiat sępoleński","2019",7,0,2,5762,2569,41056
"040416813000","Powiat sępoleński","2020",8,0,2,5775,2620,39638
"040416813000","Powiat sępoleński","2021",10,0,2,5575,2771,39465
"040416813000","Powiat sępoleński","2022",3,0,0,5336,2869,39218
"040416814000","Powiat świecki","2018",20,0,1,13923,6065,99281
"040416814000","Powiat świecki","2019",17,0,0,13823,6025,98952
"040416814000","Powiat świecki","2020",19,0,0,13990,6136,96507
"040416814000","Powiat świecki","2021",26,0,3,13608,6344,95914
"040416814000","Powiat świecki","2022",18,0,3,13089,6515,95359
"040416816000","Powiat tucholski","2018",11,0,2,7076,3268,48374
"040416816000","Powiat tucholski","2019",6,0,0,7035,3309,48383
"040416816000","Powiat tucholski","2020",5,0,0,7216,3092,47453
"040416816000","Powiat tucholski","2021",4,0,1,7023,3259,47207
"040416816000","Powiat tucholski","2022",7,0,0,6856,3401,47109
"042214004000","Powiat gdański","2018",53,0,13,19795,7499,116199
"042214004000","Powiat gdański","2019",59,1,7,20251,7632,118489
"042214004000","Powiat gdański","2020",38,0,9,22250,8315,126258
"042214004000","Powiat gdański","2021",45,0,8,22180,8971,128404
"042214004000","Powiat gdański","2022",58,1,11,21744,9544,129983
"042214005000","Powiat kartuski","2018",40,0,2,26697,10476,136619
"042214005000","Powiat kartuski","2019",34,0,5,27446,10596,139397
"042214005000","Powiat kartuski","2020",55,0,5,29764,11315,147389
"042214005000","Powiat kartuski","2021",73,2,20,30126,11763,149799
"042214005000","Powiat kartuski","2022",101,0,21,30101,12257,151934
"042214010000","Powiat nowodworski","2018",4,0,0,4799,2105,35746
"042214010000","Powiat nowodworski","2019",6,0,0,4684,2098,35580
"042214010000","Powiat nowodworski","2020",8,0,0,4605,2130,34290
"042214010000","Powiat nowodworski","2021",32,0,6,4487,2197,34065
"042214010000","Powiat nowodworski","2022",24,0,2,4292,2228,33815
"042214011000","Powiat pucki","2018",16,0,0,13642,5897,85726
"042214011000","Powiat pucki","2019",42,0,6,13678,5975,86684
"042214011000","Powiat pucki","2020",41,1,9,14637,6279,89493
"042214011000","Powiat pucki","2021",50,0,8,14561,6554,90329
"042214011000","Powiat pucki","2022",89,2,24,14265,6755,90942
"042214015000","Powiat wejherowski","2018",70,2,8,37036,14341,215908
"042214015000","Powiat wejherowski","2019",93,0,14,37483,14485,217846
"042214015000","Powiat wejherowski","2020",91,0,14,38230,14944,224365
"042214015000","Powiat wejherowski","2021",192,5,35,37971,15691,225799
"042214015000","Powiat wejherowski","2022",189,3,55,37566,16483,227406
"042214101000","Powiat bytowski","2018",16,0,0,12199,5139,79299
"042214101000","Powiat bytowski","2019",19,0,1,12134,5118,79198
"042214101000","Powiat bytowski","2020",16,0,0,12354,5102,77409
"042214101000","Powiat bytowski","2021",71,2,11,12141,5214,76987
"042214101000","Powiat bytowski","2022",80,0,22,11835,5349,76715
"042214108000","Powiat lęborski","2018",39,0,4,9673,4040,66280
"042214108000","Powiat lęborski","2019",54,0,3,9535,4099,66115
"042214108000","Powiat lęborski","2020",51,0,8,9562,4077,64329
"042214108000","Powiat lęborski","2021",57,1,13,9372,4208,64130
"042214108000","Powiat lęborski","2022",51,1,6,9067,4353,63900
"042214112000","Powiat słupski","2018",47,0,6,13937,6362,98816
"042214112000","Powiat słupski","2019",47,0,4,13748,6387,98686
"042214112000","Powiat słupski","2020",66,1,7,14036,6236,96380
"042214112000","Powiat słupski","2021",100,0,11,13764,6580,96326
"042214112000","Powiat słupski","2022",117,0,20,13370,6833,96231
"042214163000","Powiat m. Słupsk","2018",47,0,6,10849,4493,91007
"042214163000","Powiat m. Słupsk","2019",47,0,4,10816,4497,90681
"042214163000","Powiat m. Słupsk","2020",66,1,7,9965,4324,88060
"042214163000","Powiat m. Słupsk","2021",100,0,11,9667,4487,87119
"042214163000","Powiat m. Słupsk","2022",117,0,20,9460,4590,86365
"042214207000","Powiat kwidzyński","2018",29,0,1,12190,5589,83291
"042214207000","Powiat kwidzyński","2019",28,1,1,12029,5671,83174
"042214207000","Powiat kwidzyński","2020",26,0,1,11866,5548,81431
"042214207000","Powiat kwidzyński","2021",29,0,4,11553,5700,81024
"042214207000","Powiat kwidzyński","2022",45,1,14,11074,5910,80636
"042214209000","Powiat malborski","2018",4,0,0,8531,3841,63748
"042214209000","Powiat malborski","2019",8,0,0,8463,3762,63470
"042214209000","Powiat malborski","2020",14,0,1,8360,3796,61892
"042214209000","Powiat malborski","2021",88,2,11,8157,3893,61403
"042214209000","Powiat malborski","2022",63,0,8,7862,4074,61012
"042214213000","Powiat starogardzki","2018",15,0,2,19599,8291,128004
"042214213000","Powiat starogardzki","2019",24,0,3,19479,8339,128186
"042214213000","Powiat starogardzki","2020",34,1,2,19787,8326,126031
"042214213000","Powiat starogardzki","2021",63,0,4,19317,8796,125657
"042214213000","Powiat starogardzki","2022",65,1,6,18743,9253,125437
"042214214000","Powiat tczewski","2018",60,0,14,17091,7292,115876
"042214214000","Powiat tczewski","2019",83,1,16,16870,7454,115728
"042214214000","Powiat tczewski","2020",75,1,9,16647,7201,112765
"042214214000","Powiat tczewski","2021",126,1,26,16263,7528,112350
"042214214000","Powiat tczewski","2022",120,1,21,15663,7906,111755
"042214216000","Powiat sztumski","2018",14,0,0,5789,2670,41569
"042214216000","Powiat sztumski","2019",7,0,0,5684,2640,41302
"042214216000","Powiat sztumski","2020",13,0,1,5566,2558,39586
"042214216000","Powiat sztumski","2021",16,0,1,5357,2580,39124
"042214216000","Powiat sztumski","2022",22,0,4,5048,2708,38678
"042214361000","Powiat m. Gdańsk","2018",104,0,6,63185,21854,466631
"042214361000","Powiat m. Gdańsk","2019",94,0,3,64652,22731,470907
"042214361000","Powiat m. Gdańsk","2020",100,0,8,60962,22338,486542
"042214361000","Powiat m. Gdańsk","2021",414,3,82,60791,23702,486271
"042214361000","Powiat m. Gdańsk","2022",345,3,84,60535,25069,486345
"042214362000","Powiat m. Gdynia","2018",26,0,1,29888,12302,246309
"042214362000","Powiat m. Gdynia","2019",28,0,2,30021,12478,246348
"042214362000","Powiat m. Gdynia","2020",36,0,1,29077,11958,245739
"042214362000","Powiat m. Gdynia","2021",128,1,23,28603,12501,244676
"042214362000","Powiat m. Gdynia","2022",187,0,30,27695,13091,242874
"042214364000","Powiat m. Sopot","2018",5,0,0,3463,1333,36046
"042214364000","Powiat m. Sopot","2019",5,0,0,3434,1344,35719
"042214364000","Powiat m. Sopot","2020",5,0,0,3231,1198,33125
"042214364000","Powiat m. Sopot","2021",42,0,6,3175,1270,32743
"042214364000","Powiat m. Sopot","2022",40,1,6,3054,1346,32276
"042217202000","Powiat chojnicki","2018",17,0,1,15156,6517,97551
"042217202000","Powiat chojnicki","2019",21,0,0,15164,6480,97645
"042217202000","Powiat chojnicki","2020",27,0,1,15236,6529,96444
"042217202000","Powiat chojnicki","2021",34,1,4,14975,6859,96340
"042217202000","Powiat chojnicki","2022",35,0,9,14584,7150,96218
"042217203000","Powiat człuchowski","2018",7,0,0,7664,3621,56370
"042217203000","Powiat człuchowski","2019",9,0,2,7598,3587,56085
"042217203000","Powiat człuchowski","2020",14,0,3,7591,3572,54367
"042217203000","Powiat człuchowski","2021",65,0,12,7428,3543,53924
"042217203000","Powiat człuchowski","2022",54,0,22,7167,3657,53558
"042217206000","Powiat kościerski","2018",3,0,0,11962,5018,72528
